area,habitaciones,banos,garaje,calidad,zona,tipo,anio,precio
51,2,1,2,Regular,Cerritos,Departamento,1992,2275647
79,1,1,2,Excelente,Centro,Departamento,2004,2997213
336,4,2,2,Regular,Pradera Dorada,Casa,2023,7671234
261,4,2,2,Excelente,Pradera Dorada,Casa,1995,5214676
108,2,2,0,Regular,Marina Mazatlan,Casa,2020,7768696
266,6,5,1,Excelente,Marina Mazatlan,Departamento,2018,22268103
221,3,4,1,Excelente,Cerritos,Departamento,1999,8491753
443,6,5,2,Buena,Cerritos,Casa,2016,20325329
271,6,3,0,Regular,Villas del Rey,Departamento,2006,6022003
246,4,2,1,Lujo,Zona Dorada,Casa,2020,22588170
250,4,3,1,Buena,Zona Dorada,Casa,2017,19920586
280,4,2,2,Excelente,Pradera Dorada,Casa,2019,7750679
224,3,3,1,Buena,Marina Mazatlan,Departamento,1996,14504256
94,3,4,1,Buena,Marina Mazatlan,Departamento,2012,8822074
270,5,3,2,Mala,Zona Dorada,Departamento,2017,18999047
169,3,2,1,Mala,Centro,Departamento,2023,5333120
138,3,3,2,Mala,Centro,Departamento,2012,4061470
88,3,4,1,Lujo,Zona Dorada,Casa,2009,8620519
138,2,2,1,Excelente,Cerritos,Casa,2009,5982029
87,2,2,1,Excelente,Zona Dorada,Departamento,2018,9231654
259,6,3,4,Buena,Pradera Dorada,Casa,1992,5285230
336,6,3,4,Mala,Zona Dorada,Casa,2016,19795646
205,3,4,0,Buena,Marina Mazatlan,Departamento,2011,13972464
153,4,3,1,Buena,Zona Dorada,Casa,2015,12395835
165,4,3,2,Mala,Pradera Dorada,Casa,1992,3911499
424,4,4,3,Regular,Pradera Dorada,Casa,2024,11117600
393,4,2,4,Lujo,Zona Dorada,Casa,2001,25377768
119,3,3,1,Lujo,Pradera Dorada,Casa,2012,3606495
287,4,3,0,Mala,Cerritos,Departamento,2006,8757195
131,2,1,2,Lujo,Pradera Dorada,Departamento,1990,3132313
391,4,4,3,Mala,Pradera Dorada,Casa,1992,5927268
265,4,4,2,Regular,Centro,Casa,1998,6083266
252,5,5,1,Excelente,Villas del Rey,Departamento,2017,7803878
215,4,2,1,Buena,Cerritos,Departamento,2016,9999537
179,4,4,2,Lujo,Villas del Rey,Casa,1992,4763149
283,5,5,1,Excelente,Villas del Rey,Departamento,2003,8144955
110,2,2,0,Regular,Villas del Rey,Casa,2019,3037604
183,4,2,1,Excelente,Villas del Rey,Departamento,2001,4343926
125,2,1,0,Buena,Pradera Dorada,Departamento,2013,3272887
234,4,4,2,Mala,Centro,Departamento,1998,5745322
246,4,4,2,Lujo,Pradera Dorada,Casa,2012,7457007
71,2,1,0,Regular,Centro,Departamento,2000,1716502
399,6,3,4,Buena,Cerritos,Casa,2008,16152930
76,1,2,1,Mala,Zona Dorada,Departamento,2008,5529674
271,4,4,0,Buena,Centro,Departamento,2013,8124627
438,4,3,4,Regular,Cerritos,Casa,2006,13987515
226,3,4,0,Regular,Zona Dorada,Departamento,1993,12888571
222,4,4,1,Mala,Centro,Departamento,1996,5053401
121,2,1,2,Mala,Marina Mazatlan,Casa,2021,7468786
292,4,2,2,Mala,Villas del Rey,Departamento,2022,5845984
146,2,2,0,Buena,Cerritos,Departamento,2022,6441553
68,1,1,0,Buena,Pradera Dorada,Casa,1996,1382736
273,4,2,3,Buena,Marina Mazatlan,Casa,1994,13828323
284,5,4,0,Mala,Centro,Departamento,1995,6376825
294,6,4,0,Lujo,Centro,Departamento,2002,10699412
393,4,3,3,Regular,Centro,Casa,2013,10380227
151,4,4,2,Lujo,Zona Dorada,Departamento,2018,17757833
209,3,4,0,Buena,Villas del Rey,Departamento,2005,5028190
184,4,4,0,Buena,Villas del Rey,Departamento,2019,5672078
106,3,3,0,Buena,Centro,Casa,2023,5469461
392,6,5,2,Mala,Centro,Casa,2015,9952497
131,3,4,0,Excelente,Pradera Dorada,Departamento,2009,4343249
67,1,1,2,Excelente,Villas del Rey,Departamento,2020,2033671
160,4,2,1,Regular,Marina Mazatlan,Casa,1990,7917783
102,2,2,0,Lujo,Cerritos,Departamento,2026,6292959
307,4,3,2,Regular,Villas del Rey,Casa,2014,5250270
200,3,2,1,Regular,Centro,Departamento,2000,4198342
220,4,4,0,Excelente,Marina Mazatlan,Departamento,2009,18604546
265,4,4,3,Excelente,Cerritos,Casa,1992,10572631
280,4,3,2,Excelente,Cerritos,Departamento,2000,10291790
246,4,2,2,Buena,Cerritos,Departamento,2012,9039951
243,4,4,2,Buena,Villas del Rey,Departamento,2002,5523285
294,6,3,4,Lujo,Marina Mazatlan,Casa,2010,23021437
214,3,4,2,Mala,Marina Mazatlan,Departamento,2004,15521948
245,4,4,1,Mala,Marina Mazatlan,Casa,1994,10107591
424,4,4,2,Mala,Pradera Dorada,Casa,2003,7418187
279,5,5,0,Mala,Pradera Dorada,Departamento,2017,6836676
441,5,3,2,Regular,Pradera Dorada,Casa,2003,7812825
133,2,2,2,Lujo,Marina Mazatlan,Departamento,2019,12528417
48,2,1,0,Excelente,Zona Dorada,Departamento,1997,4177162
248,3,4,2,Lujo,Centro,Casa,2022,9846977
408,5,3,2,Mala,Marina Mazatlan,Casa,2009,20352982
173,3,3,0,Lujo,Cerritos,Departamento,2006,7960808
54,2,2,0,Buena,Zona Dorada,Departamento,2012,4860283
287,5,5,2,Excelente,Centro,Casa,1995,8289449
53,1,2,0,Buena,Villas del Rey,Departamento,2015,1491993
182,3,2,2,Mala,Pradera Dorada,Casa,1998,3203753
60,2,1,0,Regular,Cerritos,Casa,1990,2081995
224,4,3,2,Buena,Centro,Casa,2005,6567301
330,5,3,4,Lujo,Villas del Rey,Casa,1994,6791548
102,2,2,1,Lujo,Zona Dorada,Departamento,2009,10030377
201,3,4,2,Mala,Pradera Dorada,Departamento,1996,3795721
285,5,4,2,Regular,Marina Mazatlan,Departamento,2023,26524967
137,3,2,2,Mala,Centro,Casa,2022,4268623
247,4,2,0,Regular,Pradera Dorada,Departamento,1999,4215972
220,3,3,1,Mala,Villas del Rey,Departamento,2017,4881223
242,4,3,2,Lujo,Marina Mazatlan,Departamento,1992,17501027
440,4,4,2,Lujo,Marina Mazatlan,Casa,2015,34202241
301,6,4,2,Mala,Centro,Casa,1993,6613953
284,5,3,2,Buena,Cerritos,Departamento,1995,9438355
239,4,4,1,Buena,Cerritos,Departamento,1995,8240830
194,4,3,1,Mala,Centro,Casa,2006,5882439
60,2,2,0,Excelente,Villas del Rey,Casa,1996,1607793
419,6,4,2,Regular,Zona Dorada,Casa,2021,25990083
206,4,4,2,Lujo,Villas del Rey,Departamento,2004,7224595
278,4,4,0,Lujo,Marina Mazatlan,Departamento,2018,25581318
263,4,2,1,Lujo,Pradera Dorada,Departamento,2010,6847891
374,4,4,3,Lujo,Zona Dorada,Casa,2015,29750310
51,1,2,0,Mala,Villas del Rey,Departamento,2010,1130431
177,4,3,2,Excelente,Zona Dorada,Departamento,2004,15496017
197,4,2,1,Excelente,Marina Mazatlan,Casa,2009,15831852
53,2,2,2,Mala,Centro,Departamento,1990,1921701
201,4,2,1,Mala,Cerritos,Casa,2005,7065462
193,4,3,1,Lujo,Cerritos,Casa,2026,11941455
274,4,4,4,Lujo,Cerritos,Casa,1990,11027937
112,3,2,2,Regular,Zona Dorada,Departamento,2019,10902437
121,2,1,0,Excelente,Villas del Rey,Departamento,2001,2398938
410,4,2,4,Lujo,Centro,Casa,1992,11488076
317,6,5,4,Mala,Zona Dorada,Casa,2014,19963948
292,4,2,1,Regular,Centro,Departamento,1991,6245167
111,3,2,0,Lujo,Centro,Departamento,1991,3925631
90,2,1,0,Mala,Centro,Casa,1999,1797151
402,4,2,2,Excelente,Cerritos,Casa,1995,13310001
224,4,2,1,Excelente,Marina Mazatlan,Departamento,2016,22198695
106,2,1,1,Lujo,Pradera Dorada,Casa,2021,2887124
247,4,2,2,Excelente,Villas del Rey,Casa,2004,6499567
272,5,4,2,Excelente,Centro,Casa,1994,6184845
143,2,2,1,Lujo,Marina Mazatlan,Casa,2007,11552355
336,6,3,4,Buena,Villas del Rey,Casa,2011,8327092
157,4,3,1,Lujo,Pradera Dorada,Departamento,2005,4374804
201,4,3,2,Regular,Centro,Departamento,1990,5215941
368,6,4,4,Mala,Cerritos,Casa,2005,12447421
251,5,5,1,Excelente,Centro,Departamento,2016,9109324
193,3,4,1,Regular,Centro,Departamento,1990,6078353
197,4,4,2,Regular,Cerritos,Departamento,2001,6909964
275,5,3,2,Lujo,Zona Dorada,Casa,1992,18538616
175,4,3,1,Regular,Centro,Casa,2020,5845299
260,5,3,4,Excelente,Pradera Dorada,Casa,2017,8504947
173,3,4,1,Buena,Centro,Departamento,2005,5778620
282,5,4,1,Buena,Marina Mazatlan,Departamento,1999,17809204
68,1,2,2,Lujo,Cerritos,Departamento,1990,3445186
220,4,2,2,Regular,Villas del Rey,Casa,2000,3766036
256,4,2,1,Excelente,Zona Dorada,Departamento,1999,19809636
271,4,4,1,Regular,Villas del Rey,Departamento,2019,5504082
126,2,1,1,Excelente,Villas del Rey,Casa,1994,2196291
251,5,3,2,Excelente,Zona Dorada,Casa,1993,16974368
271,5,5,1,Lujo,Zona Dorada,Departamento,2008,25139675
254,5,5,4,Excelente,Zona Dorada,Casa,2024,23421010
137,3,3,0,Regular,Cerritos,Departamento,1990,4259836
251,5,3,1,Buena,Pradera Dorada,Departamento,1996,4385058
227,4,3,1,Mala,Zona Dorada,Departamento,2026,17786351
377,6,5,3,Lujo,Villas del Rey,Casa,2007,11011739
50,2,1,0,Buena,Cerritos,Departamento,2017,2365128
252,5,5,0,Buena,Centro,Departamento,2019,8260369
425,5,3,2,Buena,Villas del Rey,Casa,1990,5895664
80,2,1,0,Buena,Centro,Departamento,2015,2219401
236,4,2,0,Regular,Marina Mazatlan,Departamento,2021,18853867
237,4,4,2,Regular,Marina Mazatlan,Casa,2021,18400339
271,4,2,2,Buena,Pradera Dorada,Departamento,1998,5753642
293,5,5,1,Mala,Centro,Departamento,2008,7612472
138,2,1,2,Lujo,Cerritos,Casa,2003,7151546
72,1,1,0,Buena,Marina Mazatlan,Departamento,2013,5407003
300,4,4,2,Regular,Zona Dorada,Casa,2015,19977307
130,3,3,0,Regular,Zona Dorada,Departamento,2003,9482158
190,4,2,2,Lujo,Marina Mazatlan,Departamento,1998,14662937
63,2,1,0,Mala,Marina Mazatlan,Casa,1990,2604669
165,3,2,1,Excelente,Centro,Casa,1997,4664138
269,6,4,3,Mala,Zona Dorada,Casa,2012,17605769
153,3,2,0,Mala,Villas del Rey,Departamento,2017,3747696
413,6,5,4,Buena,Cerritos,Casa,2026,19954624
234,3,4,0,Mala,Marina Mazatlan,Departamento,1994,12271609
226,3,4,2,Regular,Marina Mazatlan,Departamento,2019,16764628
122,3,2,2,Lujo,Villas del Rey,Departamento,1993,3481166
136,3,3,1,Buena,Centro,Departamento,2025,6631902
335,6,5,3,Mala,Pradera Dorada,Casa,2007,7165406
47,2,1,1,Lujo,Villas del Rey,Departamento,1995,1790252
310,5,5,3,Buena,Cerritos,Casa,2024,14052506
281,4,3,2,Lujo,Pradera Dorada,Departamento,1992,6560098
89,3,3,0,Regular,Zona Dorada,Casa,2013,5999192
438,6,3,2,Regular,Pradera Dorada,Casa,1998,8499079
166,3,3,1,Mala,Zona Dorada,Departamento,2000,9005163
336,5,4,3,Mala,Zona Dorada,Casa,2017,22035118
143,3,4,2,Excelente,Cerritos,Departamento,2019,7798408
83,2,1,0,Lujo,Centro,Casa,2016,3275361
159,4,2,1,Buena,Villas del Rey,Casa,2000,3252313
234,3,3,1,Buena,Cerritos,Departamento,2001,7506320
233,3,2,1,Buena,Cerritos,Departamento,2003,8554510
48,1,1,0,Regular,Villas del Rey,Departamento,1991,808761
136,3,4,1,Mala,Zona Dorada,Departamento,2013,11028230
279,4,4,3,Regular,Zona Dorada,Casa,1995,14110590
252,5,5,1,Regular,Centro,Departamento,2003,7034058
445,5,3,4,Lujo,Villas del Rey,Casa,2016,11784164
103,3,2,1,Excelente,Cerritos,Departamento,2023,5502630
138,2,1,1,Regular,Cerritos,Departamento,2011,5049316
68,2,1,0,Mala,Centro,Casa,2002,2190453
104,2,1,1,Regular,Villas del Rey,Casa,2019,2387517
410,4,4,3,Lujo,Zona Dorada,Casa,2010,37526040
285,4,3,2,Buena,Cerritos,Casa,2021,12984899
296,4,3,1,Excelente,Marina Mazatlan,Departamento,2004,22428180
358,6,4,2,Mala,Marina Mazatlan,Casa,2006,19616760
141,3,4,0,Mala,Zona Dorada,Departamento,1991,8242298
186,4,4,2,Regular,Cerritos,Casa,2016,8246438
404,6,3,2,Regular,Cerritos,Casa,2022,16147918
287,5,5,0,Regular,Marina Mazatlan,Departamento,2014,22628951
153,3,2,1,Lujo,Centro,Departamento,2002,6453004
331,4,2,2,Lujo,Cerritos,Casa,1991,10870496
396,4,2,4,Excelente,Cerritos,Casa,2012,15989502
176,3,3,1,Regular,Centro,Departamento,2023,5659998
66,1,1,0,Mala,Cerritos,Casa,2006,2119910
332,6,3,4,Mala,Cerritos,Casa,1990,10522824
204,3,2,0,Excelente,Marina Mazatlan,Departamento,1997,13552275
106,2,2,1,Mala,Centro,Departamento,2014,3354540
180,4,2,1,Mala,Centro,Casa,1990,4231061
96,2,1,0,Buena,Marina Mazatlan,Casa,2006,6752127
361,6,4,2,Buena,Centro,Casa,2007,11381171
373,4,4,3,Lujo,Pradera Dorada,Casa,1995,8898532
232,4,3,1,Mala,Villas del Rey,Departamento,2005,4464594
280,6,4,2,Excelente,Zona Dorada,Departamento,2011,25385632
188,4,3,0,Regular,Zona Dorada,Departamento,2024,16415604
243,4,2,1,Mala,Cerritos,Casa,2005,7272650
294,4,4,3,Buena,Centro,Casa,2018,8830129
140,3,2,1,Mala,Marina Mazatlan,Casa,2016,8730899
223,3,3,0,Excelente,Zona Dorada,Departamento,1992,17091316
88,3,2,2,Regular,Villas del Rey,Departamento,2003,2878807
131,3,3,1,Buena,Pradera Dorada,Departamento,2023,4178304
85,2,2,1,Excelente,Centro,Departamento,1997,2498221
386,6,5,4,Buena,Marina Mazatlan,Casa,2001,20508745
69,2,2,2,Excelente,Pradera Dorada,Departamento,2003,2761443
169,4,3,2,Lujo,Pradera Dorada,Casa,2013,5002518
297,4,2,0,Regular,Zona Dorada,Departamento,2009,21627130
194,4,3,1,Lujo,Marina Mazatlan,Casa,2022,17396285
156,3,4,1,Mala,Zona Dorada,Casa,1999,7923991
288,6,5,0,Lujo,Pradera Dorada,Departamento,1994,6633202
94,2,1,0,Mala,Zona Dorada,Departamento,2019,6774205
288,5,4,0,Excelente,Marina Mazatlan,Departamento,2002,26897689
391,4,4,2,Mala,Villas del Rey,Casa,1994,4886757
82,3,3,0,Buena,Villas del Rey,Casa,2010,2701447
232,3,2,2,Excelente,Zona Dorada,Departamento,1992,17628363
345,4,3,4,Excelente,Cerritos,Casa,1995,12021655
305,5,4,2,Mala,Zona Dorada,Casa,2001,14809201
390,5,4,4,Mala,Villas del Rey,Casa,2013,6304335
257,6,4,3,Lujo,Cerritos,Casa,1991,9744200
90,2,2,2,Mala,Villas del Rey,Departamento,2022,3133327
90,3,2,2,Mala,Zona Dorada,Departamento,2012,6179136
189,3,2,0,Excelente,Zona Dorada,Departamento,2026,20718270
109,2,2,0,Lujo,Zona Dorada,Casa,2026,11325935
88,3,4,0,Buena,Cerritos,Departamento,1998,3926979
265,4,2,2,Mala,Cerritos,Departamento,2021,11007192
200,3,4,2,Lujo,Marina Mazatlan,Departamento,2023,21486234
170,3,4,1,Regular,Pradera Dorada,Casa,2017,4861687
303,5,4,4,Excelente,Centro,Casa,2000,7801313
168,4,3,1,Buena,Centro,Casa,2022,5351747
160,3,3,1,Regular,Villas del Rey,Departamento,2002,3611459
224,3,2,1,Buena,Marina Mazatlan,Departamento,2014,16244939
269,6,5,0,Lujo,Zona Dorada,Departamento,2018,32516670
200,4,4,2,Buena,Centro,Casa,1995,4941494
195,3,2,1,Buena,Zona Dorada,Casa,2016,14073085
196,3,3,1,Mala,Marina Mazatlan,Casa,2010,10672265
269,5,3,3,Lujo,Villas del Rey,Casa,2005,7064818
406,5,5,3,Excelente,Cerritos,Casa,2006,16172169
372,4,4,3,Excelente,Pradera Dorada,Casa,2013,9256024
181,4,2,0,Regular,Cerritos,Departamento,2024,7468187
119,3,3,1,Buena,Cerritos,Casa,1996,4531857
114,3,3,1,Lujo,Centro,Casa,2014,5009625
433,4,2,3,Regular,Marina Mazatlan,Casa,2004,23707977
177,4,4,1,Regular,Centro,Casa,1990,4671167
64,1,2,1,Regular,Cerritos,Departamento,2024,3949877
360,4,3,2,Regular,Zona Dorada,Casa,2005,23200918
277,5,3,2,Lujo,Zona Dorada,Departamento,1992,20066866
263,5,4,2,Lujo,Villas del Rey,Casa,1999,6450528
87,2,2,0,Excelente,Zona Dorada,Casa,2025,7614650
172,3,4,2,Lujo,Pradera Dorada,Departamento,2016,5738265
235,3,2,0,Excelente,Marina Mazatlan,Departamento,2018,22686719
215,4,3,2,Regular,Zona Dorada,Departamento,2010,15617896
249,3,4,2,Regular,Centro,Casa,2005,7539926
125,2,1,2,Excelente,Marina Mazatlan,Casa,2005,9636416
145,3,3,0,Excelente,Marina Mazatlan,Departamento,2026,14491177
320,4,4,4,Excelente,Villas del Rey,Casa,1992,6629799
254,4,2,0,Lujo,Marina Mazatlan,Departamento,2010,22264081
252,4,4,0,Lujo,Marina Mazatlan,Departamento,2020,26166586
300,6,5,1,Buena,Villas del Rey,Departamento,1991,6075309
351,6,5,2,Mala,Centro,Casa,2005,8142585
182,4,2,1,Excelente,Villas del Rey,Departamento,2012,4730688
96,3,4,2,Buena,Cerritos,Departamento,2022,5914843
136,2,1,2,Regular,Villas del Rey,Casa,2016,2839738
225,3,4,1,Buena,Centro,Departamento,2020,7998195
403,6,3,2,Mala,Zona Dorada,Casa,2004,21118775
215,4,4,0,Mala,Centro,Departamento,2018,7029752
242,3,2,0,Lujo,Villas del Rey,Departamento,1998,4750739
373,5,4,4,Regular,Pradera Dorada,Casa,2001,6840383
61,2,1,0,Lujo,Pradera Dorada,Casa,1996,1850389
297,6,4,3,Lujo,Marina Mazatlan,Casa,2006,25522610
128,2,1,1,Buena,Cerritos,Departamento,2006,4894111
76,2,1,1,Lujo,Marina Mazatlan,Casa,2017,6294223
82,2,1,1,Excelente,Villas del Rey,Casa,2007,2264231
384,4,3,2,Regular,Marina Mazatlan,Casa,1999,20046427
112,2,1,0,Excelente,Zona Dorada,Departamento,1992,7836483
206,4,3,1,Excelente,Villas del Rey,Departamento,2024,5258867
331,5,5,4,Excelente,Cerritos,Casa,1994,10943029
288,6,4,1,Mala,Cerritos,Departamento,1999,7678584
411,6,3,2,Buena,Zona Dorada,Casa,1995,20953639
413,5,3,3,Lujo,Pradera Dorada,Casa,2018,10715808
142,3,3,0,Excelente,Villas del Rey,Departamento,2003,4366185
64,2,1,0,Excelente,Centro,Casa,1992,2243710
218,4,3,0,Regular,Zona Dorada,Departamento,1998,13458637
433,6,4,4,Buena,Zona Dorada,Casa,2016,33970664
105,3,2,0,Mala,Cerritos,Departamento,2018,4359827
288,6,5,2,Buena,Centro,Departamento,2011,8724572
331,4,4,4,Lujo,Cerritos,Casa,2023,20588396
133,2,1,1,Lujo,Villas del Rey,Departamento,2022,3212896
414,4,2,4,Excelente,Villas del Rey,Casa,2005,7994792
157,3,2,2,Mala,Villas del Rey,Casa,1999,2426832
63,2,2,2,Mala,Centro,Departamento,2001,2398219
73,2,1,2,Buena,Pradera Dorada,Departamento,2020,2824214
274,6,4,1,Regular,Marina Mazatlan,Departamento,2023,22105697
400,5,3,3,Regular,Pradera Dorada,Casa,2020,9163587
80,2,1,2,Excelente,Marina Mazatlan,Departamento,1993,5763477
197,4,3,2,Regular,Villas del Rey,Departamento,1990,3517088
403,4,4,4,Buena,Zona Dorada,Casa,1993,21159362
430,6,5,2,Excelente,Pradera Dorada,Casa,1994,8497680
295,6,4,3,Lujo,Centro,Casa,2012,9583744
200,4,2,1,Excelente,Marina Mazatlan,Casa,1995,11040959
126,3,3,0,Excelente,Marina Mazatlan,Departamento,2011,10493081
263,5,4,2,Buena,Centro,Casa,2024,10506872
275,6,5,1,Excelente,Zona Dorada,Departamento,1999,22965590
183,4,4,2,Excelente,Marina Mazatlan,Casa,2007,14109222
392,4,3,2,Excelente,Cerritos,Casa,2009,16576111
134,3,3,1,Buena,Centro,Casa,2014,4853727
228,4,4,0,Mala,Pradera Dorada,Departamento,2002,4673079
257,5,3,4,Excelente,Centro,Casa,2014,8407667
280,4,4,2,Lujo,Centro,Departamento,2000,8773187
298,6,4,0,Buena,Centro,Departamento,1993,6594936
83,3,3,1,Excelente,Cerritos,Departamento,2001,3875111
280,4,4,4,Lujo,Pradera Dorada,Casa,2026,9845449
246,4,3,1,Excelente,Marina Mazatlan,Departamento,1999,15785922
77,2,1,0,Excelente,Zona Dorada,Casa,2018,6635170
132,3,3,2,Excelente,Marina Mazatlan,Departamento,2003,11193203
200,3,3,2,Lujo,Zona Dorada,Departamento,2001,15827278
157,4,2,0,Excelente,Villas del Rey,Departamento,2002,3914293
176,3,3,0,Lujo,Villas del Rey,Departamento,2014,4620918
190,3,4,1,Buena,Zona Dorada,Casa,1994,11977473
146,2,2,1,Mala,Marina Mazatlan,Casa,1998,6578395
214,4,4,2,Excelente,Pradera Dorada,Departamento,1999,4788456
285,6,5,2,Mala,Centro,Departamento,2014,7735121
214,4,3,2,Buena,Pradera Dorada,Departamento,2014,6151585
61,1,1,1,Mala,Centro,Casa,2023,2156654
447,6,3,2,Excelente,Villas del Rey,Casa,2004,10482539
390,4,2,2,Excelente,Marina Mazatlan,Casa,2017,30270325
332,6,5,4,Lujo,Pradera Dorada,Casa,2006,12124425
245,4,3,2,Buena,Marina Mazatlan,Casa,1997,13098290
130,3,3,0,Mala,Villas del Rey,Departamento,2025,4025969
64,2,2,2,Buena,Marina Mazatlan,Departamento,1997,4298072
91,2,1,1,Mala,Pradera Dorada,Casa,2000,1788189
171,3,3,2,Regular,Zona Dorada,Departamento,2007,12479221
109,3,2,0,Excelente,Marina Mazatlan,Casa,1991,7020807
225,3,2,1,Buena,Centro,Casa,2026,8002327
112,2,1,0,Excelente,Zona Dorada,Departamento,2020,11879409
61,1,1,0,Buena,Centro,Casa,2015,1867451
194,4,4,2,Regular,Marina Mazatlan,Departamento,1990,13706923
121,3,2,1,Regular,Pradera Dorada,Departamento,2022,3314420
236,3,4,2,Mala,Pradera Dorada,Casa,2013,5235577
271,4,4,0,Excelente,Pradera Dorada,Departamento,2008,7535206
286,4,4,2,Regular,Marina Mazatlan,Departamento,1999,15946293
207,3,2,2,Lujo,Marina Mazatlan,Casa,1999,14916719
53,1,1,2,Mala,Villas del Rey,Departamento,2007,1486752
322,5,4,4,Buena,Marina Mazatlan,Casa,2008,23373520
115,3,3,1,Lujo,Centro,Departamento,2013,5266342
155,3,2,2,Buena,Pradera Dorada,Casa,1995,3919824
211,4,4,1,Mala,Zona Dorada,Departamento,1998,11799490
89,2,1,1,Excelente,Cerritos,Casa,2004,3565549
243,4,4,2,Mala,Marina Mazatlan,Departamento,2001,12678998
160,4,3,1,Buena,Marina Mazatlan,Casa,2007,11635464
163,3,3,2,Excelente,Centro,Departamento,2013,5781349
222,3,2,0,Mala,Pradera Dorada,Departamento,2005,4125793
170,4,2,0,Mala,Pradera Dorada,Departamento,2012,4283201
249,3,2,0,Mala,Centro,Departamento,2025,7646601
363,4,2,2,Lujo,Villas del Rey,Casa,2021,8522872
228,3,2,1,Excelente,Marina Mazatlan,Casa,2023,17040283
162,4,3,2,Mala,Cerritos,Departamento,1991,5102606
82,3,3,1,Lujo,Cerritos,Departamento,1990,3661696
148,3,4,1,Buena,Cerritos,Departamento,2002,6702624
66,1,1,1,Lujo,Villas del Rey,Casa,2019,1824825
399,4,3,4,Excelente,Centro,Casa,2014,11480477
185,4,4,2,Regular,Zona Dorada,Departamento,1993,12294378
97,2,1,0,Regular,Villas del Rey,Casa,2018,2156061
336,6,4,2,Buena,Pradera Dorada,Casa,2015,7616039
171,3,4,0,Lujo,Pradera Dorada,Departamento,1990,5048272
298,5,5,2,Regular,Villas del Rey,Departamento,2022,6679175
198,4,2,2,Excelente,Centro,Departamento,2008,7641515
287,4,3,1,Excelente,Cerritos,Departamento,1992,9955499
196,3,3,1,Regular,Cerritos,Casa,2010,7131937
152,4,3,1,Lujo,Centro,Casa,1998,4803467
222,3,4,1,Regular,Marina Mazatlan,Casa,1991,11357559
131,2,1,2,Mala,Cerritos,Departamento,2008,4179053
107,3,4,1,Regular,Centro,Departamento,2004,3797035
381,4,4,3,Excelente,Marina Mazatlan,Casa,2022,27295817
274,5,3,2,Regular,Centro,Departamento,2026,8405001
323,5,4,3,Buena,Pradera Dorada,Casa,1992,5390244
217,3,4,1,Mala,Centro,Casa,1995,5146856
192,3,2,1,Excelente,Centro,Departamento,1996,5039716
227,4,3,2,Mala,Villas del Rey,Casa,2002,5376977
79,2,2,0,Buena,Marina Mazatlan,Departamento,2005,6437394
230,4,2,1,Mala,Pradera Dorada,Departamento,2020,4667458
367,5,5,2,Excelente,Pradera Dorada,Casa,2015,10204704
73,1,2,0,Mala,Pradera Dorada,Departamento,2026,2344997
446,6,5,3,Mala,Marina Mazatlan,Casa,1992,19145961
229,4,3,1,Excelente,Zona Dorada,Departamento,2009,22123839
125,3,3,2,Mala,Villas del Rey,Casa,2001,2990173
399,5,4,4,Mala,Zona Dorada,Casa,1992,18613673
287,5,3,0,Buena,Marina Mazatlan,Departamento,1996,17066460
412,4,2,4,Excelente,Marina Mazatlan,Casa,2003,28134482
188,4,4,2,Mala,Zona Dorada,Departamento,1991,11415900
123,2,1,2,Excelente,Pradera Dorada,Casa,2011,3227039
421,4,3,3,Excelente,Villas del Rey,Casa,2001,7171738
267,6,3,1,Regular,Pradera Dorada,Departamento,2011,5932365
167,3,4,0,Mala,Pradera Dorada,Departamento,2000,3955283
201,4,4,2,Excelente,Cerritos,Departamento,2006,9848937
213,3,2,0,Buena,Marina Mazatlan,Departamento,1994,12233379
127,2,2,2,Mala,Pradera Dorada,Casa,1997,2893795
381,4,3,4,Mala,Pradera Dorada,Casa,1992,6256515
188,4,4,1,Mala,Pradera Dorada,Casa,1991,3772456
172,4,4,1,Buena,Marina Mazatlan,Departamento,1996,10414895
446,6,3,2,Buena,Marina Mazatlan,Casa,1997,21293679
297,5,3,2,Mala,Centro,Departamento,2005,6980353
78,1,1,0,Lujo,Marina Mazatlan,Departamento,2006,6582660
188,3,3,1,Excelente,Zona Dorada,Departamento,2010,17364354
299,4,3,3,Lujo,Zona Dorada,Casa,1991,20766852
158,3,3,1,Regular,Zona Dorada,Casa,2022,12252289
179,3,4,2,Mala,Pradera Dorada,Casa,2006,4822247
65,1,2,0,Buena,Pradera Dorada,Casa,2006,1877409
103,2,1,2,Excelente,Zona Dorada,Departamento,2001,8128956
109,2,1,0,Excelente,Centro,Casa,1995,3178142
91,2,2,1,Lujo,Marina Mazatlan,Departamento,2011,9000999
143,3,3,1,Regular,Cerritos,Casa,1993,4960277
185,3,4,1,Regular,Zona Dorada,Departamento,1996,11807151
103,3,3,1,Lujo,Marina Mazatlan,Casa,1992,7295079
255,5,3,4,Mala,Centro,Casa,2016,8207010
288,5,3,0,Buena,Cerritos,Departamento,2012,11258716
47,1,1,0,Mala,Pradera Dorada,Departamento,2003,1051479
189,3,4,0,Lujo,Centro,Departamento,2012,8266000
273,5,4,2,Mala,Zona Dorada,Casa,2001,12942753
140,3,4,1,Mala,Villas del Rey,Casa,2004,3551505
182,3,4,1,Lujo,Pradera Dorada,Departamento,2008,6108010
170,3,3,1,Mala,Cerritos,Departamento,2018,7050751
